descricao;endereco;area;quartos;suites;wc;garagem;valor;condominio;wlink
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-shopping-park-bairros-uberlandia-com-garagem-175m2-venda-RS1264990-id-2538218578/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-5-quartos-condominio-jardim-versalles-bairros-uberlandia-com-garagem-601m2-venda-RS6000000-id-2537610521/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-jardim-botanico-bairros-uberlandia-com-garagem-210m2-venda-RS1200000-id-2535606288/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-jardins-genova-bairros-uberlandia-com-garagem-356m2-venda-RS3000000-id-2537024506/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-jardim-karaiba-bairros-uberlandia-com-garagem-129m2-venda-RS978000-id-2536392209/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-jardim-botanico-bairros-uberlandia-com-garagem-250m2-venda-RS1600000-id-2538733888/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-morada-do-sol-bairros-uberlandia-com-garagem-475m2-venda-RS4500000-id-2518348778/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-5-quartos-nova-uberlandia-bairros-uberlandia-com-garagem-400m2-venda-RS3500000-id-2538989209/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-jardim-botanico-bairros-uberlandia-com-garagem-216m2-venda-RS1300000-id-2531015386/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-5-quartos-jardim-sul-bairros-uberlandia-com-garagem-341m2-venda-RS2750000-id-2539547407/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-jardim-inconfidencia-bairros-uberlandia-com-garagem-284m2-venda-RS1350000-id-2538238779/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-laranjeiras-bairros-uberlandia-com-garagem-130m2-venda-RS700000-id-2530534540/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-jardim-inconfidencia-bairros-uberlandia-com-garagem-113m2-venda-RS540000-id-2537867093/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-shopping-park-bairros-uberlandia-com-garagem-202m2-venda-RS1480000-id-2537418992/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-varanda-sul-bairros-uberlandia-com-garagem-210m2-venda-RS1450000-id-2528817642/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-gavea-bairros-uberlandia-com-garagem-308m2-venda-RS2500000-id-2538237489/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-condominio-cyrela-landscape-bairros-uberlandia-com-garagem-262m2-venda-RS2500000-id-2536687273/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-aclimacao-bairros-uberlandia-com-garagem-280m2-venda-RS1490000-id-2539430072/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-cidade-jardim-bairros-uberlandia-com-garagem-601m2-venda-RS6000000-id-2538905938/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-varanda-sul-bairros-uberlandia-com-garagem-216m2-venda-RS1300000-id-2537887777/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-nova-uberlandia-bairros-uberlandia-com-garagem-780m2-venda-RS6000000-id-2537540612/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-gavea-bairros-uberlandia-com-garagem-633m2-venda-RS7000000-id-2538955590/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-gavea-sul-bairros-uberlandia-com-garagem-240m2-venda-RS1399000-id-2500432068/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-jardim-botanico-bairros-uberlandia-com-garagem-204m2-venda-RS1290000-id-2531017675/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-condominio-cyrela-landscape-bairros-uberlandia-com-garagem-323m2-venda-RS2900000-id-2537903600/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-shopping-park-bairros-uberlandia-com-garagem-216m2-venda-RS1300000-id-2536181256/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-jardim-botanico-bairros-uberlandia-com-garagem-211m2-venda-RS1290000-id-2538017304/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-varanda-sul-bairros-uberlandia-com-garagem-225m2-venda-RS1530000-id-2535845211/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-jardins-barcelona-bairros-uberlandia-com-garagem-376m2-venda-RS1700000-id-2507643305/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-jardim-sul-bairros-uberlandia-com-garagem-270m2-venda-RS2500000-id-2539144069/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-condominio-the-palms-bairros-uberlandia-com-garagem-108m2-venda-RS650000-id-2528475481/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-jardins-barcelona-bairros-uberlandia-com-garagem-304m2-venda-RS2200000-id-2537410355/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-jardins-barcelona-bairros-uberlandia-com-garagem-335m2-venda-RS3500000-id-2538909579/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-5-quartos-aclimacao-bairros-uberlandia-com-garagem-444m2-venda-RS2800000-id-2537799778/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-jardim-versailles-bairros-uberlandia-com-garagem-400m2-venda-RS3100000-id-2531017674/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-jardim-botanico-bairros-uberlandia-com-garagem-360m2-venda-RS1299900-id-2538111365/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-splendido-bairros-uberlandia-com-garagem-211m2-venda-RS1150000-id-2537196573/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-granja-marileusa-bairros-uberlandia-com-garagem-250m2-venda-RS890000-id-2516633933/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-novo-mundo-bairros-uberlandia-com-garagem-195m2-venda-RS1200000-id-2534951679/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-granja-marileusa-bairros-uberlandia-com-garagem-160m2-venda-RS448000-id-2527192188/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-nova-uberlandia-bairros-uberlandia-com-garagem-228m2-venda-RS1680000-id-2536993141/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-jardim-sul-bairros-uberlandia-com-garagem-240m2-venda-RS1100000-id-2525712577/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-5-quartos-jardim-karaiba-bairros-uberlandia-405m2-venda-RS3000000-id-2533685696/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-5-quartos-gavea-bairros-uberlandia-com-garagem-341m2-venda-RS2750000-id-2537427579/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-morada-do-sol-bairros-uberlandia-com-garagem-600m2-venda-RS3900000-id-2539074685/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-shopping-park-bairros-uberlandia-com-garagem-214m2-venda-RS849990-id-2538196190/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-2-quartos-jardim-inconfidencia-bairros-uberlandia-com-garagem-113m2-venda-RS540000-id-2537883956/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-condominio-jardim-versalles-bairros-uberlandia-com-garagem-400m2-venda-RS6000000-id-2539071595/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-novo-mundo-bairros-uberlandia-com-garagem-196m2-venda-RS1250000-id-2536999202/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-condominio-manhathan-bairros-uberlandia-com-garagem-80m2-venda-RS668100-id-2537871173/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-varanda-sul-bairros-uberlandia-com-garagem-303m2-venda-RS1990000-id-2538569491/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-shopping-park-bairros-uberlandia-com-garagem-216m2-venda-RS1300000-id-2538530674/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-varanda-sul-bairros-uberlandia-com-garagem-210m2-venda-RS1550000-id-2510595885/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-jardim-sul-bairros-uberlandia-com-garagem-210m2-venda-RS1890000-id-2533098940/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-granja-marileusa-bairros-uberlandia-com-garagem-232m2-venda-RS1400000-id-2537856983/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-novo-mundo-bairros-uberlandia-com-garagem-200m2-venda-RS1200000-id-2538137425/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-nova-uberlandia-bairros-uberlandia-com-garagem-228m2-venda-RS1690000-id-2537985602/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-shopping-park-bairros-uberlandia-com-garagem-212m2-venda-RS1500000-id-2539480051/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-shopping-park-bairros-uberlandia-com-garagem-242m2-venda-RS2500000-id-2537489376/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-jardins-roma-bairros-uberlandia-com-garagem-315m2-venda-RS1750000-id-2537224510/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-splendido-bairros-uberlandia-com-garagem-210m2-venda-RS1299000-id-2498593749/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-morada-do-sol-bairros-uberlandia-com-garagem-600m2-venda-RS3900000-id-2539669977/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-5-quartos-jardim-inconfidencia-bairros-uberlandia-com-garagem-333m2-venda-RS2310000-id-2535861824/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-novo-mundo-bairros-uberlandia-196m2-venda-RS1249990-id-2538988695/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-condominio-paradiso-ecologico-bairros-uberlandia-com-garagem-211m2-venda-RS970000-id-2538845219/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-jardim-inconfidencia-bairros-uberlandia-com-garagem-113m2-venda-RS550000-id-2497550208/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-varanda-sul-bairros-uberlandia-com-garagem-190m2-venda-RS1150000-id-2539767389/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-jardim-sul-bairros-uberlandia-com-garagem-240m2-venda-RS1085000-id-2528742821/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-jardim-botanico-bairros-uberlandia-com-garagem-300m2-venda-RS1900000-id-2537809874/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-jardim-inconfidencia-bairros-uberlandia-com-garagem-113m2-venda-RS540000-id-2527278155/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-jardim-inconfidencia-bairros-uberlandia-com-garagem-113m2-venda-RS650000-id-2539517476/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-jardim-sul-bairros-uberlandia-com-garagem-290m2-venda-RS2400000-id-2533098941/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-shopping-park-bairros-uberlandia-com-garagem-225m2-venda-RS1300000-id-2536110132/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-gavea-bairros-uberlandia-com-garagem-200m2-venda-RS1300000-id-2522107844/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-gavea-bairros-uberlandia-com-garagem-198m2-venda-RS1150000-id-2539388875/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-condominio-cyrela-landscape-bairros-uberlandia-com-garagem-210m2-venda-RS1900000-id-2537983403/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-shopping-park-bairros-uberlandia-com-garagem-214m2-venda-RS900000-id-2538903947/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-jardim-botanico-bairros-uberlandia-com-garagem-242m2-venda-RS1600000-id-2538568135/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-jardim-karaiba-bairros-uberlandia-com-garagem-193m2-venda-RS1300000-id-2538090004/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-2-quartos-minas-gerais-bairros-uberlandia-com-garagem-125m2-venda-RS175000-id-2539061395/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-morada-da-colina-bairros-uberlandia-com-garagem-200m2-venda-RS570000-id-2539167704/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-2-quartos-jardim-karaiba-bairros-uberlandia-com-garagem-70m2-venda-RS330000-id-2519772942/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-condominio-cyrela-landscape-bairros-uberlandia-com-garagem-341m2-venda-RS2730000-id-2536395303/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-nova-uberlandia-bairros-uberlandia-com-garagem-309m2-venda-RS2700000-id-2537437089/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-5-quartos-aclimacao-bairros-uberlandia-com-garagem-444m2-venda-RS2800000-id-2538987173/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-jardim-botanico-bairros-uberlandia-com-garagem-226m2-venda-RS1300000-id-2506491584/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-jardins-genova-bairros-uberlandia-com-garagem-313m2-venda-RS2520000-id-2533098938/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-zona-sul-bairros-uberlandia-com-garagem-209m2-venda-RS1200000-id-2538335986/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-jardim-europa-bairros-uberlandia-com-garagem-180m2-venda-RS530000-id-2538218391/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-granja-marileusa-bairros-uberlandia-com-garagem-180m2-venda-RS830000-id-2526554384/
-;-;-;-;-;-;-;-;-;https://www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-shopping-park-bairros-uberlandia-com-garagem-200m2-venda-RS990000-id-2536996318/
